ge_ect	ge_end	ge_mes	gene_type
1.66	-0.9	4.29	DifMes
-2.74	-5.58	-0.82	DifMes
-1.4	-1.5	1.35	DifMes
-6.8	-3.99	2.2	DifMes
-0.34	-4.11	3.28	DifMes
-4.16	-7.1	-0.29	DifMes
-3.76	-7.48	-1.84	DifMes
-8.24	-6.76	-3.72	DifMes
-7.45	-5.98	-3.6	DifMes
-1.42	-5.11	-0.08	DifMes
-9.45	-7.97	-5.44	DifMes
-8.67	-7.19	-4	DifMes
-4.18	-6.94	-2.68	DifMes
-5.47	-8.23	-3.24	DifMes
-4.95	-8.38	-3.81	DifMes
-2	-3.62	-0.92	DifMes
2.21	1.41	3.79	DifMes
-9.23	-7.9	-5.16	DifMes
-9.15	-7.68	-2.21	DifMes
-1.17	-1.4	0.77	DifMes
0.19	-0.96	1.48	DifMes
-4.78	-3.24	-0.76	DifMes
-6.78	-5.3	-1.31	DifMes
-8.48	-7	-4.26	DifMes
-9.27	-7.79	-0.55	DifMes
-9.32	-7.84	-3.23	DifMes
-9.34	-7.86	-4.09	DifMes
-1.55	-3.66	0.23	DifMes
-10.37	-8.89	-5.6	DifMes
-9.88	-8.41	-3.39	DifMes
-6.21	-4.73	-1.64	DifMes
-10.33	-8.86	-6.87	DifMes
-7.39	-6.06	-1.69	DifMes
-2.98	-6.61	-0.85	DifMes
-7.03	-6.7	-2.02	DifMes
-7.42	-5.95	-2.75	DifMes
-4.58	-5.91	-1.75	DifMes
-3.44	0.38	3.9	DifMes
-2.96	-3.48	-0.4	DifMes
-3.78	-8.33	-1.15	DifMes
-7.81	-3.27	-1.25	DifMes
-7.53	-6.05	-3.6	DifMes
-3.67	-7.05	-0.82	DifMes
-5.91	-4.92	-2.84	DifMes
-7.39	-7.06	-2.75	DifMes
-9.3	-7.82	-5.37	DifMes
-10.54	-9.06	-4.67	DifMes
-5.27	-5.25	-2.08	DifMes
-7.82	-8.08	-5.27	DifMes
-2.26	-1.31	1.06	DifMes
-1.3	-0.54	1.49	DifMes
-9.31	-5.68	-3.61	DifMes
-7.68	-7.94	-4.01	DifMes
-7.41	-8.09	-2.77	DifMes
2.05	1.55	3.56	DifMes
-5.88	-6.14	-4.04	DifMes
1.15	0.77	3.13	DifMes
-3.25	-4.1	0.98	DifMes
0.28	-0.99	3.98	DifMes
-4.53	-7.21	-2.51	DifMes
-8.06	-6.58	-2.97	DifMes
-7.9	-6.42	-4.23	DifMes
-4.72	-8.15	-2.43	DifMes
-1.6	1.37	4.47	DifMes
-1.03	-5.21	0.99	DifMes
0.09	-0.62	1.95	DifMes
-8.43	-6.95	-4.75	DifMes
-1.85	-2.57	0.16	DifMes
-5.52	-6.2	-2.1	DifMes
-4.51	-5.15	-2.53	DifMes
-7.96	-6.48	-3.24	DifMes
-8.16	-6.68	-4.15	DifMes
-2.71	-6.93	-1.12	DifMes
-2.52	-5.44	-0.08	DifMes
-8.49	-7.01	-3.47	DifMes
-8.04	-6.56	-4.1	DifMes
-7.91	-6.43	0.36	DifMes
-7.7	-6.22	-3.76	DifMes
-3.86	-2.58	-0.36	DifMes
-8.68	-7.2	-2.61	DifMes
-9.01	-7.53	-4.92	DifMes
-9.62	-8.14	-5.1	DifMes
-10.21	-8.73	-2.62	DifMes
-2.27	-5.8	-0.84	DifMes
-5.03	-7.02	-1.57	DifMes
-1.85	-1.52	1.85	DifMes
-3.24	-6	-1.86	DifMes
-6.82	-5.34	-2.88	DifMes
-8.48	-7.01	-4.02	DifMes
-7.91	-6.43	-3.15	DifMes
-8.26	-6.63	-2.02	DifMes
-9.11	-7.78	-5.8	DifMes
-8.81	-7.33	-4.96	DifMes
-8.97	-7.49	-2.43	DifMes
-8.15	-6.68	-4.07	DifMes
-2.81	-8.45	-0.58	DifMes
-6.79	-5.6	0.45	DifMes
-1.59	-3	-0.47	DifMes
-8.86	-7.38	-4.58	DifMes
-0.17	-6.81	1.23	DifMes
-2.02	0.7	4.37	DifMes
-6.12	-6.79	-1.92	DifMes
-7.59	-7.85	-3.78	DifMes
-8.57	-7.09	-3.9	DifMes
4.23	4.25	6.34	DifMes
-3.92	-7.12	2.2	DifMes
-9.65	-8.17	-5.24	DifMes
-3.16	-1.24	1.15	DifMes
-8.71	-7.23	-4.42	DifMes
-3.78	-2.89	0.61	DifMes
-4.5	-7.76	-3.27	DifMes
-1.59	-1.75	0.91	DifMes
-8.53	-7.05	-2.37	DifMes
-1.91	-1.97	0.92	DifMes
-0.86	-1.21	2.02	DifMes
-1.47	-1.42	2.59	DifMes
-9.05	-7.57	-4.53	DifMes
-7.37	-5.89	-2.18	DifMes
-4.06	-7.06	-2.38	DifMes
-4.54	-2.78	0.38	DifMes
-9.18	-7.7	-4.77	DifMes
-9.57	-8.09	-6.1	DifMes
-3.07	-2.75	1.75	DifMes
-9.68	-8.2	-6.22	DifMes
-8.8	-7.33	-3.11	DifMes
-8.36	-6.89	-2.41	DifMes
-5.45	-7.29	-3.3	DifMes
-6.13	-6.81	-2.43	DifMes
-3.42	-6.42	0.44	DifMes
-7.5	-6.02	-0.59	DifMes
-5.59	-8.07	-3.37	DifMes
-6.37	-2.9	0.47	DifMes
-8.45	-6.97	-1.29	DifMes
-3.72	-5.82	-2.37	DifMes
-8.71	-7.08	-2.08	DifMes
-2.89	-4.18	-1.04	DifMes
-7.67	-7.34	-0.93	DifMes
-4.4	-6.24	-1.03	DifMes
-7.7	-6.22	-1.03	DifMes
-7.41	-8.08	-4.3	DifMes
-8.99	-7.51	-1.7	DifMes
-9	-7.52	-2.81	DifMes
-3.44	-8.07	-1.71	DifMes
-8.34	-5.27	-3.14	DifMes
-1.63	-2.62	-0.21	DifMes
-9.1	-7.78	-3.79	DifMes
-2.89	-7.97	-1.55	DifMes
-8.32	-6.69	-2.97	DifMes
1.43	2.72	4.89	DifMes
-2.19	-5.27	-0.82	DifMes
-6.57	-6.24	1.55	DifMes
-6.82	-5.35	-2.81	DifMes
-6.67	-5.2	-0.02	DifMes
-3.75	-8.05	-1.38	DifMes
-3.3	-7.36	-2.22	DifMes
-9.33	-7.85	-3.24	DifMes
-6.65	-5.17	-2.34	DifMes
-6.16	-7.42	-2.35	DifMes
-1.15	-1.8	0.57	DifMes
-2.31	-7.59	-0.21	DifMes
-9.13	-7.65	-4.56	DifMes
-8.59	-7.11	-4.65	DifMes
-7.4	-5.92	-1.96	DifMes
-2.02	-3.15	-0.58	DifMes
-8.92	-7.44	-3.57	DifMes
-3.12	-5.69	-1.93	DifMes
-0.8	-6.56	1.34	DifMes
-8.72	-7.25	-2.89	DifMes
-5.89	-8.89	-3.42	DifMes
-3.59	-7.02	-2.03	DifMes
-2.72	-2.27	3.33	DifMes
-4.17	-8.02	-2.94	DifMes
-0.63	-5.28	1.99	DifMes
-0.81	-2.64	2.49	DifMes
-5	-5.26	-1.15	DifMes
-7.99	-6.51	-1.5	DifMes
-8.08	-6.6	-3.73	DifMes
-0.65	-1.41	0.55	DifMes
-5.5	-6.67	-3.54	DifMes
